weeks,iqscore,proficiency,money,points,irr,friends,early,credit,sex,age,salary,budget,continent
33.0,0.378169644,0.35267815,136,0.876593709,0.109653085,0.039324254,0.227438539,245.56,Female,23,5924,1974.4692,Asia
1.0,0.23220744,0.914803386,11,0.789381087,0.046205096,0.053784266,0.180345654,245.56,Female,23,6121,2040.1293,Africa
7.0,0.440412263,0.178185269,17,0.962514818,0.01,0.029646527,0.441682488,337.98,Female,25,8062,2687.0646,Asia
18.0,0.426999663,0.235534206,26,1.000581384,0.070192635,0.036320593,0.47027427,370.7,Female,29,4163,1387.5279,Asia
22.0,0.387406883,0.57759124,33,0.946682632,0.364056557,0.04508812,0.369610608,325.7,Female,27,4148,1382.5284,Europe
4.0,0.26263714,0.357743084,18,1.129530072,0.01,0.049050748,0.369580597,322.87,Female,25,4542,1513.8486,Africa
1.0,0.403787352,0.78227824,27,0.980725527,0.171624601,0.044140607,0.433813453,355.34,Female,24,4546,1515.1818,Africa
4.0,0.262798862,0.315626115,17,1.0,0.011389808,0.052022215,0.386854291,330.34,Female,25,4542,1513.8486,Africa
,0.442901371,0.778180182,40,1.045819759,0.171514854,0.047678772,0.573374212,348.51,Female,32,4261,1420.1913,Africa
14.0,0.317721447,0.538134754,68,1.00747931,0.170723811,0.044358943,0.498905659,370.7,Female,29,4023,1340.8659,Asia
6.0,0.348686439,0.314475179,12,0.794620514,0.153701276,0.045742102,0.325384319,343.19,Female,28,5304,1767.8232,Europe
50.0,0.400329554,0.352606684,250,1.014451504,0.119330473,0.053225122,0.493622154,417.58,Female,33,6605,2201.4465,Europe
13.0,0.416272057,0.18589735,18,0.879507065,0.029471023,0.026617069,0.325447053,355.34,Female,24,6565,2188.1145,Africa
31.0,0.202732276,0.811091244,151,1.031894207,0.104373045,0.068564877,0.340689749,343.19,Female,28,7128,2375.7624,Europe
19.0,0.429025386,0.234646767,28,1.013528228,0.066686742,0.036326215,0.475820214,380.12,Female,34,4322,1440.5226,Africa
10.0,0.490492567,0.259757161,27,0.979062915,0.078880899,0.04975684,0.394577414,322.87,Female,25,7410,2469.753,Asia
2.0,0.271326701,0.749643564,22,0.895094037,0.138813868,0.056987233,0.42472136,274.31,Female,24,5956,1985.1348,Africa
19.0,0.325585604,0.293958604,48,0.860908747,0.042418621,0.064198263,0.358726323,348.51,Female,32,5708,1902.4764,Asia
35.0,0.359471335,0.513268948,250,0.995911241,0.102558352,0.051977266,0.406724244,333.18,Female,31,5004,1667.8332,Europe
17.0,0.424261221,0.222858831,24,1.0,0.051174682,0.03623876,0.46597147,330.34,Female,25,4837,1612.1721,Asia
9.0,0.394646843,0.344539553,30,1.027125359,0.071973294,0.043403856,0.434933364,248.32,Female,22,6172,2057.1276,Asia
20.0,0.461717994,0.18252553,106,0.739395857,0.055037122,0.058513768,0.677154481,325.7,Female,27,2371,790.2543,Asia
,0.199810361,0.9259758,107,0.966731429,0.188281834,0.059247684,0.224274099,273.4,Female,23,7389,2462.7537,Africa
37.0,0.37818498,0.374728709,161,0.938573182,0.124488905,0.042376749,0.318223476,325.7,Female,27,5750,1916.475,Europe
1.0,0.413175295,0.793728352,33,1.002314329,0.155504897,0.04404144,0.526508987,248.32,Female,22,4266,1421.8578,Africa
18.0,0.377382921,0.534763038,19,0.829513371,0.286037475,0.038496576,0.363033712,289.58,Female,23,4283,1427.5239,Europe
4.0,0.263546664,0.367785603,20,1.197120905,0.01,0.059575062,0.400986493,370.7,Female,29,4542,1513.8486,Asia
13.0,0.310999881,0.546496093,64,1.0,0.167795405,0.041838966,0.500044107,330.34,Female,25,3859,1286.2047,Africa
12.0,0.505608444,0.275977463,42,1.120568156,0.075026467,0.044574533,0.362570822,333.18,Female,31,7410,2469.753,Asia
2.0,0.261634343,0.409675896,25,1.0502491,0.141177431,0.078352503,0.62080282,333.18,Female,31,2754,917.9082,Africa
2.0,0.247425453,0.756203175,19,0.889394939,0.134349734,0.056275979,0.358733237,289.58,Female,23,6244,2081.1252,Europe
1.0,0.422061771,0.728233993,36,0.990365088,0.156770915,0.043808054,0.612326562,337.98,Female,25,4261,1420.1913,Europe
2.0,0.310855342,0.468051374,15,1.10516572,0.050481427,0.041554444,0.355462611,333.18,Female,31,6611,2203.4463,Asia
14.0,0.314552297,0.538299263,66,1.005635262,0.162491366,0.043103263,0.476592064,337.98,Female,25,3991,1330.2003,Asia
2.0,0.308596984,0.439972728,9,0.77217412,0.020342637,0.050288692,0.195236415,273.4,Female,23,6516,2171.7828,Asia
2.0,0.272408796,0.790527999,24,0.944640875,0.183102682,0.056205709,0.518678427,325.7,Female,27,5365,1788.1545,Africa
3.0,0.243655619,0.482186824,11,1.447287679,0.052578077,0.034271322,0.259696811,289.58,Male,23,6052,2017.1316,Africa
21.0,0.398021485,0.375574738,101,1.005816221,0.116446003,0.051630743,0.452520847,337.98,Female,25,5027,1675.4991,Europe
,0.286153228,0.605737805,250,1.003199816,0.112277038,0.04966208,0.622188509,322.87,Female,25,5283,1760.8239,Africa
28.0,0.367056584,0.426103562,60,0.966743588,0.192278147,0.065138161,0.419988483,333.18,Female,31,4148,1382.5284,Europe
8.0,0.39575431,0.321764439,25,0.928027928,0.062109955,0.043280337,0.337678581,343.19,Female,28,6172,2057.1276,Asia
36.0,0.363972951,0.508012891,250,1.005374551,0.10355337,0.052655827,0.412255168,417.58,Female,33,4951,1650.1683,Asia
2.0,0.4011855,0.600495398,39,0.910729587,0.2310718,0.057413489,0.624319196,380.12,Female,34,2780,926.574,Africa
7.0,0.432692297,0.16993998,11,1.090983868,0.01,0.034001134,0.279339641,343.19,Female,28,8373,2790.7209,Asia
7.0,0.427146804,0.14183481,10,0.9955917,0.01,0.031180197,0.154627383,274.31,Male,24,8225,2741.3925,Asia
2.0,0.254777648,0.453638017,24,1.087241054,0.152847528,0.077545278,0.711592495,370.7,Female,29,2754,917.9082,Africa
2.0,0.380028887,0.647141814,34,0.973106027,0.207130343,0.059478603,0.674830496,337.98,Female,25,2780,926.574,Africa
4.0,0.262798862,0.315626115,17,1.0,0.011389808,0.052022215,0.386854291,330.34,Female,25,4542,1513.8486,Africa
6.0,0.335259606,0.359651536,14,0.867727757,0.177420348,0.047380958,0.401450932,300.83,Female,25,5270,1756.491,Asia
11.0,0.427089015,0.241180286,18,1.124822736,0.129288852,0.038564477,0.451037914,417.58,Female,33,6062,2020.4646,Asia
14.0,0.317721447,0.538134754,68,1.00747931,0.170723811,0.044358943,0.498905659,370.7,Female,29,4023,1340.8659,Asia
,0.378553262,0.373042434,135,0.924892366,0.113210455,0.039080672,0.224655136,273.4,Female,23,5907,1968.8031,Europe
1.0,0.236916895,0.963942349,14,0.968661964,0.068017147,0.049680494,0.399477929,343.19,Female,28,6121,2040.1293,Asia
1.0,0.409227223,0.804620624,31,1.031293988,0.16556178,0.044518117,0.477890074,305.9,Female,26,4253,1417.5249,Asia
13.0,0.436047687,0.261939466,22,0.546938777,0.251502395,0.042214893,0.330985397,245.56,Male,23,5507,1835.4831,Europe
1.0,0.222235087,0.967175722,15,1.01054883,0.073474728,0.047834862,0.409613967,305.9,Female,26,6121,2040.1293,Africa
10.0,0.288210182,0.713246584,133,0.971103311,0.109197229,0.050018616,0.383168936,355.34,Female,24,5087,1695.4971,Europe
2.0,0.271135258,0.71595341,22,0.872517467,0.152898028,0.056070324,0.52875936,343.19,Female,28,5782,1927.1406,Africa
11.0,0.489857448,0.27196455,32,1.043559909,0.0779939,0.046714254,0.404865235,337.98,Female,25,7410,2469.753,Asia
1.0,0.23220744,0.914803386,11,0.789381087,0.046205096,0.053784266,0.180345654,245.56,Female,23,6121,2040.1293,Africa
14.0,0.317721447,0.538134754,68,1.00747931,0.170723811,0.044358943,0.498905659,370.7,Female,29,4023,1340.8659,Asia
46.0,0.435934255,0.334687114,147,1.0,0.158742428,0.045703493,0.362580776,330.34,Female,25,4503,1500.8499,Asia
13.0,0.485216423,0.134332076,17,0.382910192,0.305473924,0.039510578,0.816337764,325.7,Male,27,5507,1835.4831,Europe
37.0,0.37818498,0.374728709,161,0.938573182,0.124488905,0.042376749,0.318223476,325.7,Female,27,5750,1916.475,Europe
9.0,0.431343902,0.217263386,15,1.037491679,0.057630818,0.037310213,0.375142395,337.98,Female,25,6062,2020.4646,Africa
32.0,0.353545207,0.524476171,250,0.98152411,0.103271045,0.050537612,0.478497744,322.87,Female,25,4918,1639.1694,Europe
33.0,0.378169644,0.35267815,136,0.876593709,0.109653085,0.039324254,0.227438539,245.56,Female,23,5924,1974.4692,Asia
12.0,0.294887156,0.627489209,219,1.009609699,0.12551336,0.042150255,0.359707355,417.58,Female,33,5021,1673.4993,Africa
11.0,0.296011366,0.58223331,47,1.100206852,0.184140071,0.039312184,0.323927701,274.31,Female,24,3693,1230.8769,Europe
52.0,0.286153228,0.605737805,250,1.003199816,0.112277038,0.04966208,0.622188509,322.87,Female,25,5283,1760.8239,Africa
35.0,0.396527541,0.324969828,81,0.866808176,0.220687151,0.04423672,0.322860628,245.56,Female,23,4793,1597.5069,Europe
47.0,0.294380817,0.671799064,250,0.889451861,0.122534737,0.043596055,0.248644307,245.56,Female,23,5292,1763.8236,Europe
13.0,0.473662265,0.185966313,19,0.446776837,0.187900811,0.04169872,0.437976301,355.34,Male,24,5507,1835.4831,Europe
,0.228928239,0.993984818,11,0.75269568,0.033991098,0.057298772,0.200052559,289.58,Female,23,6121,2040.1293,Asia
,0.233586429,0.888544321,12,0.811526775,0.051418521,0.052218936,0.285374731,274.31,Female,24,6121,2040.1293,Africa
15.0,0.414627602,0.202190861,20,0.91313988,0.042205289,0.029252974,0.402733475,305.9,Female,26,5873,1957.4709,Asia
2.0,0.246919598,0.420930028,19,0.93076551,0.090463072,0.074946634,0.673261225,322.87,Female,25,2754,917.9082,Africa
27.0,0.364967259,0.477856576,56,1.063462734,0.218609646,0.062370934,0.522559762,380.12,Female,34,4148,1382.5284,Europe
5.0,0.379369083,0.234679639,6,0.723599017,0.10607823,0.02988527,0.609858334,380.12,Female,34,1643,547.6119,Africa
17.0,0.329647591,0.342735469,43,0.971220672,0.066287942,0.057408314,0.473686635,370.7,Female,29,5734,1911.1422,Africa
12.0,0.395868136,0.373888254,24,0.855477631,0.094049037,0.045922745,0.211947381,273.4,Female,23,6289,2096.1237,Africa
4.0,0.263546664,0.367785603,20,1.197120905,0.01,0.059575062,0.400986493,370.7,Female,29,4542,1513.8486,Asia
9.0,0.433681279,0.20850721,14,1.0,0.047489651,0.036387302,0.371940434,330.34,Female,25,6062,2020.4646,Asia
2.0,0.296405256,0.818974078,51,1.100140691,0.171984687,0.054236382,0.425918013,348.51,Female,32,5137,1712.1621,Asia
25.0,0.379107359,0.460256696,45,1.0,0.291730493,0.05204422,0.519874394,330.34,Female,25,4148,1382.5284,Europe
10.0,0.292796265,0.693216562,139,0.971073508,0.116678745,0.049013074,0.383507758,343.19,Female,28,4954,1651.1682,Europe
11.0,0.312356029,0.661501944,174,1.015212297,0.119668864,0.04691926,0.437089175,322.87,Female,25,4789,1596.1737,Africa
55.0,0.308942032,0.56621331,250,0.972138047,0.100601725,0.052002136,0.539571881,380.12,Female,34,5523,1840.8159,Europe
,0.352482611,0.332878441,12,0.794678509,0.136601046,0.045031089,0.284017801,355.34,Female,24,5282,1760.4906,Africa
11.0,0.29738909,0.582784653,49,1.09616375,0.190809265,0.039093617,0.369875073,355.34,Female,24,3601,1200.2133,Africa
9.0,0.493234166,0.263279974,22,0.904471934,0.097061589,0.048647005,0.309688836,325.7,Female,27,7410,2469.753,Asia
20.0,0.44961479,0.156347066,99,0.704695642,0.028044624,0.061244458,0.594303429,343.19,Female,28,2314,771.2562,Asia
31.0,0.287860495,0.576843023,231,0.984327197,0.11155466,0.045708425,0.438106209,343.19,Female,28,4897,1632.1701,Asia
8.0,0.394838508,0.32472989,24,0.958388448,0.063939661,0.043666542,0.330905199,355.34,Female,24,6172,2057.1276,Africa
36.0,0.201934767,0.514498055,196,0.961921811,0.037817843,0.071287051,0.547411919,337.98,Female,25,6789,2262.7737,Africa
23.0,0.511360165,0.215301201,134,0.856467009,0.05059287,0.052201033,0.736288548,322.87,Female,25,3004,1001.2332,Asia
7.0,0.427146804,0.14183481,10,0.9955917,0.01,0.031180197,0.154627383,274.31,Male,24,8225,2741.3925,Asia
1.0,0.23220744,0.914803386,11,0.789381087,0.046205096,0.053784266,0.180345654,245.56,Female,23,6121,2040.1293,Africa
,0.309008795,0.46731621,15,1.113129735,0.048312522,0.041565355,0.328843772,348.51,Female,32,6611,2203.4463,Africa
15.0,0.52569383,0.246409088,60,1.079853535,0.111489676,0.036626596,0.577488422,370.7,Female,29,5507,1835.4831,Asia
2.0,0.275829316,0.898125887,29,1.071827173,0.187765718,0.056525756,0.507218003,300.83,Female,25,5161,1720.1613,Africa
17.0,0.390712649,0.407319248,75,0.986824095,0.105923451,0.046348341,0.367998689,355.34,Female,24,5027,1675.4991,Asia
2.0,0.310079735,0.802190363,36,1.04248035,0.176217511,0.056421954,0.617302597,337.98,Female,25,5438,1812.4854,Asia
7.0,0.443490898,0.17652823,16,0.930462539,0.01,0.027936729,0.43326506,322.87,Female,25,8062,2687.0646,Asia
13.0,0.416272057,0.18589735,18,0.879507065,0.029471023,0.026617069,0.325447053,355.34,Female,24,6565,2188.1145,Africa
35.0,0.359471335,0.513268948,250,0.995911241,0.102558352,0.051977266,0.406724244,333.18,Female,31,5004,1667.8332,Europe
16.0,0.540687431,0.252971888,65,1.10472095,0.126396477,0.034892626,0.622926831,333.18,Female,31,5507,1835.4831,Asia
30.0,0.294161555,0.605148911,225,1.001296759,0.115863442,0.045058385,0.417170614,355.34,Female,24,4946,1648.5018,Europe
1.0,0.23220744,0.914803386,11,0.789381087,0.046205096,0.053784266,0.180345654,245.56,Female,23,6121,2040.1293,Africa
35.0,0.380296797,0.351448178,143,0.88389945,0.106812261,0.039405663,0.266314775,355.34,Female,24,5833,1944.1389,Europe
29.0,0.239666844,0.626111448,191,1.008856535,0.119198628,0.043678686,0.289767981,289.58,Female,23,4834,1611.1722,Africa
34.0,0.198212003,0.625672519,190,1.026508331,0.077012576,0.07559374,0.481143594,248.32,Female,22,6789,2262.7737,Europe
35.0,0.200887389,0.541713774,199,1.0,0.019045684,0.07381098,0.521203518,330.34,Male,25,6789,2262.7737,Europe
17.0,0.386710081,0.412981302,73,0.988099039,0.098466441,0.045873702,0.327473432,274.31,Female,24,5027,1675.4991,Europe
37.0,0.402697806,0.344509214,93,0.912702501,0.172483116,0.04290751,0.320188165,355.34,Female,24,4670,1556.511,Europe
3.0,0.26225645,0.446139127,13,1.399823785,0.018159721,0.041774653,0.315812469,355.34,Female,24,5636,1878.4788,Africa
,0.415690535,0.703784764,23,0.842583239,0.154641688,0.044188034,0.28927353,273.4,Female,23,4749,1582.8417,Asia
4.0,0.339057148,0.381825477,6,0.809417069,0.193848118,0.033598952,0.35202837,274.31,Male,24,2319,772.9227,Africa
11.0,0.308287757,0.69790411,168,1.00951767,0.116409153,0.04711372,0.441916883,248.32,Female,22,4866,1621.8378,Asia
2.0,0.258035211,0.448003203,25,1.113334537,0.127013281,0.078210823,0.746711493,380.12,Female,34,2754,917.9082,Asia
11.0,0.299551639,0.651069522,204,1.011585355,0.11629153,0.044251248,0.450846791,380.12,Female,34,5021,1673.4993,Europe
34.0,0.199236716,0.546393275,196,1.03002131,0.066710904,0.075480059,0.50064373,322.87,Female,25,6789,2262.7737,Asia
50.0,0.298519571,0.727208495,250,1.030837536,0.128561065,0.047910057,0.504172504,305.9,Female,26,5128,1709.1624,Europe
8.0,0.395160573,0.339255124,27,0.996791601,0.065721482,0.042527258,0.389047146,305.9,Female,26,6172,2057.1276,Europe
11.0,0.427089015,0.241180286,18,1.124822736,0.129288852,0.038564477,0.451037914,417.58,Female,33,6062,2020.4646,Asia
16.0,0.383027893,0.413042992,69,0.979287088,0.099586695,0.045366246,0.268543661,245.56,Female,23,5027,1675.4991,Europe
9.0,0.394814413,0.325230062,30,1.015453458,0.070484146,0.043296419,0.425594091,322.87,Female,25,6172,2057.1276,Asia
,0.372837217,0.516010642,54,1.147787571,0.25789696,0.057016052,0.554468572,370.7,Female,29,4148,1382.5284,Asia
,0.413175295,0.793728352,33,1.002314329,0.155504897,0.04404144,0.526508987,248.32,Female,22,4266,1421.8578,Africa
,0.318759768,0.516577542,250,0.918521821,0.09977556,0.052368596,0.505102694,417.58,Female,33,5686,1895.1438,Europe
12.0,0.386254766,0.370362699,25,0.874252558,0.088488273,0.045266423,0.229327083,245.56,Female,23,6485,2161.4505,Europe
3.0,0.262239998,0.431563824,14,1.418549418,0.01,0.047155928,0.329731643,343.19,Female,28,5497,1832.1501,Africa
10.0,0.292796265,0.693216562,139,0.971073508,0.116678745,0.049013074,0.383507758,343.19,Female,28,4954,1651.1682,Europe
4.0,0.26691354,0.310202688,21,1.030731082,0.01,0.061091945,0.361875117,348.51,Female,32,4542,1513.8486,Europe
10.0,0.300828769,0.708080292,127,0.941160619,0.106548585,0.050860271,0.343165725,274.31,Female,24,5128,1709.1624,Europe
31.0,0.300532149,0.603095353,250,1.001754761,0.113487244,0.047454856,0.501738846,305.9,Female,26,4754,1584.5082,Asia
13.0,0.308186576,0.549412608,63,1.02582252,0.175326467,0.040737074,0.464774728,322.87,Female,25,3993,1330.8669,Asia
24.0,0.405540128,0.379993469,127,1.046105266,0.134704366,0.052096516,0.434698462,417.58,Female,33,5027,1675.4991,Europe
14.0,0.494996724,0.117383122,19,0.409519374,0.186086252,0.03744727,0.86289984,300.83,Male,25,5507,1835.4831,Africa
16.0,0.383027893,0.413042992,69,0.979287088,0.099586695,0.045366246,0.268543661,245.56,Female,23,5027,1675.4991,Europe
12.0,0.395868136,0.373888254,24,0.855477631,0.094049037,0.045922745,0.211947381,273.4,Female,23,6289,2096.1237,Africa
13.0,0.379628794,0.405964911,26,0.936389983,0.110302649,0.045047354,0.2728118,274.31,Female,24,6093,2030.7969,Africa
13.0,0.305912729,0.584595621,62,1.072497249,0.172559544,0.039884482,0.481597215,248.32,Female,22,4064,1354.5312,Africa
5.0,0.381835047,0.261392087,7,0.829051137,0.120860055,0.030483054,0.56869781,417.58,Female,33,1643,547.6119,Africa
2.0,0.407564646,0.544896722,43,0.851631641,0.210683778,0.053984124,0.616821408,417.58,Female,33,2780,926.574,
6.0,0.339294825,0.333720863,13,0.817233562,0.173116773,0.046511445,0.374801606,305.9,Female,26,5281,1760.1573,Asia
28.0,0.367056584,0.426103562,60,0.966743588,0.192278147,0.065138161,0.419988483,333.18,Female,31,4148,1382.5284,Europe
1.0,0.224351241,0.919802129,15,0.998617232,0.071512967,0.046678241,0.392377019,300.83,Female,25,6121,2040.1293,Africa
11.0,0.394120889,0.27923885,37,0.916162014,0.061142642,0.045525245,0.412077039,348.51,Female,32,6172,2057.1276,Europe
26.0,0.523032411,0.307517827,186,1.230211496,0.110674277,0.050453756,0.875256062,370.7,Female,29,2810,936.573,Europe
28.0,0.199810361,0.9259758,107,0.966731429,0.188281834,0.059247684,0.224274099,273.4,Female,23,7389,2462.7537,Africa
9.0,0.489035819,0.229224756,16,0.757242441,0.081076227,0.049128078,0.264220297,274.31,Female,24,7410,2469.753,Europe
2.0,0.249248577,0.435661346,21,1.0,0.134715736,0.076285966,0.715723217,330.34,Female,25,2754,917.9082,Africa
6.0,0.446728154,0.182911918,15,0.900033295,0.01,0.027527045,0.449566096,248.32,Female,22,8062,2687.0646,Europe
32.0,0.321545551,0.615682125,250,1.031594276,0.11357072,0.048714563,0.541417658,300.83,Female,25,4734,1577.8422,Europe
,0.380205326,0.377757639,232,1.02188921,0.128707066,0.051920399,0.44860369,370.7,Female,29,6246,2081.7918,Europe
2.0,0.294627216,0.707260132,18,1.03023541,0.312779188,0.066136435,0.257960528,289.58,Female,23,2780,926.574,Europe
19.0,0.399431016,0.389519423,90,0.986035585,0.099852122,0.051017065,0.465233296,248.32,Female,22,5027,1675.4991,Africa
31.0,0.378054857,0.371226698,129,0.927165151,0.107153758,0.038896833,0.220270813,289.58,Female,23,6043,2014.1319,Asia
9.0,0.394646843,0.344539553,30,1.027125359,0.071973294,0.043403856,0.434933364,248.32,Female,22,6172,2057.1276,Asia
17.0,0.335222068,0.360115349,40,1.007631779,0.09650369,0.053087492,0.448553383,337.98,Female,25,5577,1858.8141,Europe
,0.489035819,0.229224756,16,0.757242441,0.081076227,0.049128078,0.264220297,274.31,Female,24,7410,2469.753,Europe
35.0,0.200887389,0.541713774,199,1.0,0.019045684,0.07381098,0.521203518,330.34,Male,25,6789,2262.7737,Europe
13.0,0.485216423,0.134332076,17,0.382910192,0.305473924,0.039510578,0.816337764,325.7,Male,27,5507,1835.4831,Europe
,0.303782902,0.61370796,60,1.138567567,0.167942077,0.039145611,0.527980447,300.83,Female,25,3850,1283.205,Europe
28.0,0.522277238,0.302778393,191,1.285154343,0.096443437,0.046979368,0.9011361,333.18,Female,31,3500,1166.55,Europe
19.0,0.399431016,0.389519423,90,0.986035585,0.099852122,0.051017065,0.465233296,248.32,Female,22,5027,1675.4991,Africa
20.0,0.44961479,0.156347066,99,0.704695642,0.028044624,0.061244458,0.594303429,343.19,Female,28,2314,771.2562,
11.0,0.29515633,0.641506433,218,1.017247081,0.123253658,0.042697191,0.385309249,348.51,Female,32,5021,1673.4993,Africa
17.0,0.386710081,0.412981302,73,0.988099039,0.098466441,0.045873702,0.327473432,274.31,Female,24,5027,1675.4991,Europe
8.0,0.436327782,0.183505118,13,0.898079753,0.027608842,0.035088267,0.346416712,248.32,Female,22,6062,2020.4646,Asia
17.0,0.335222068,0.360115349,40,1.007631779,0.09650369,0.053087492,0.448553383,337.98,Female,25,5577,1858.8141,Europe
,0.482076119,0.234643295,14,0.73073113,0.080583602,0.048115551,0.292344689,289.58,Female,23,7410,2469.753,Africa
1.0,0.230683884,0.425197691,13,0.646571398,0.068139717,0.09394379,0.407571703,289.58,Male,23,3341,1113.5553,Europe
4.0,0.26263714,0.357743084,18,1.129530072,0.01,0.049050748,0.369580597,322.87,Female,25,4542,1513.8486,Africa
18.0,0.425370917,0.239149913,25,1.011321664,0.073835358,0.036749884,0.446498871,337.98,Female,25,4005,1334.8665,
1.0,0.413175295,0.793728352,33,1.002314329,0.155504897,0.04404144,0.526508987,248.32,Female,22,4266,1421.8578,Africa
16.0,0.418622411,0.228140309,22,1.020004153,0.04954049,0.032700285,0.457619607,248.32,Male,22,5243,1747.4919,Europe
4.0,0.264522934,0.368209928,20,1.19824338,0.01,0.06128915,0.418979436,380.12,Female,34,4542,1513.8486,Africa
14.0,0.369644064,0.405775964,31,0.980590284,0.112870052,0.046284381,0.331601679,325.7,Female,27,6025,2008.1325,Europe
34.0,0.363263396,0.538560152,250,1.017375708,0.098153003,0.051957138,0.482792258,370.7,Female,29,5058,1685.8314,Europe
14.0,0.41401703,0.186672211,18,0.902606905,0.027473634,0.027345326,0.347724974,343.19,Female,28,6614,2204.4462,Asia
16.0,0.540687431,0.252971888,65,1.10472095,0.126396477,0.034892626,0.622926831,333.18,Female,31,5507,1835.4831,Asia
8.0,0.395526483,0.327341348,26,0.952266037,0.065611579,0.042441726,0.353542089,325.7,Female,27,6172,2057.1276,Europe
49.0,0.305688425,0.721578777,250,0.999392033,0.131249398,0.046724699,0.481261313,325.7,Female,27,5137,1712.1621,Europe
7.0,0.314867784,0.313086808,21,0.81834656,0.136535808,0.078367651,0.560929716,380.12,Female,34,5450,1816.485,Africa
12.0,0.417758642,0.353747219,20,0.576587558,0.175688639,0.041757133,0.308066189,273.4,Female,23,5507,1835.4831,Asia
19.0,0.325585604,0.293958604,48,0.860908747,0.042418621,0.064198263,0.358726323,348.51,Female,32,5708,1902.4764,Asia
8.0,0.320356243,0.288535208,23,0.784204245,0.051142979,0.077155329,0.350637585,417.58,Female,33,5443,1814.1519,Asia
2.0,0.27726029,0.509207964,10,0.844275117,0.061603285,0.035938475,0.352934301,325.7,Female,27,5607,1868.8131,Asia
5.0,0.378921349,0.262205064,7,0.815885961,0.114364885,0.030163109,0.532430649,348.51,Female,32,1643,547.6119,Africa
11.0,0.296011366,0.58223331,47,1.100206852,0.184140071,0.039312184,0.323927701,274.31,Female,24,3693,1230.8769,Europe
1.0,0.230287761,0.840205967,18,1.064578295,0.086963825,0.045996942,0.499281943,322.87,Female,25,6121,2040.1293,Africa
7.0,0.440412263,0.178185269,17,0.962514818,0.01,0.029646527,0.441682488,337.98,Female,25,8062,2687.0646,Asia
30.0,0.262924789,0.617881,202,0.983709097,0.114815794,0.044163506,0.30931434,245.56,Female,23,5029,1676.1657,Asia
,0.325585604,0.293958604,48,0.860908747,0.042418621,0.064198263,0.358726323,348.51,Female,32,5708,1902.4764,Asia
12.0,0.300605315,0.581858695,54,1.123291373,0.170372427,0.038680989,0.399349868,325.7,Female,27,3733,1244.2089,Asia
4.0,0.382369916,0.32401365,8,1.02138865,0.184620485,0.03090463,0.51407814,337.98,Female,25,1643,547.6119,Asia
,0.290124618,0.736970782,116,0.955676377,0.110040225,0.051611837,0.265298158,273.4,Female,23,5109,1702.8297,Asia
2.0,0.23964959,0.846304834,21,0.986032546,0.152302623,0.056798685,0.318952203,273.4,Female,23,5934,1977.8022,Europe
13.0,0.308186576,0.549412608,63,1.02582252,0.175326467,0.040737074,0.464774728,322.87,Female,25,3993,1330.8669,Asia
1.0,0.247154885,0.688609183,19,0.937249064,0.124834105,0.046874393,0.392396808,333.18,Female,31,6121,2040.1293,Europe
7.0,0.392953566,0.292564839,20,0.908371627,0.041199815,0.043546833,0.245099545,289.58,Female,23,6172,2057.1276,Europe
2.0,0.277211196,0.63393271,18,0.904930651,0.245153666,0.068302266,0.38527903,274.31,Female,24,2780,926.574,Europe
16.0,0.340925612,0.367095262,38,1.0,0.113893405,0.049840588,0.468344867,330.34,Female,25,5468,1822.4844,Asia
19.0,0.429025386,0.234646767,28,1.013528228,0.066686742,0.036326215,0.475820214,380.12,Female,34,4322,1440.5226,Africa
4.0,0.38531139,0.366048306,8,0.962983668,0.221429914,0.031034237,0.53455168,248.32,Female,22,1643,547.6119,Africa
14.0,0.499782653,0.203831479,39,0.822072208,0.054269064,0.037381776,0.472290546,248.32,Female,22,5507,1835.4831,
1.0,0.23021137,0.973262131,11,0.787840962,0.041011315,0.055427723,0.185418308,273.4,Female,23,6121,2040.1293,Africa
6.0,0.335259606,0.359651536,14,0.867727757,0.177420348,0.047380958,0.401450932,300.83,Female,25,5270,1756.491,Asia
2.0,0.25216058,0.440954179,22,1.036938906,0.160062194,0.077074923,0.681121171,337.98,Female,25,2754,917.9082,Africa
13.0,0.455276921,0.212482452,20,0.478532344,0.14524129,0.042195298,0.384566039,274.31,Male,24,5507,1835.4831,Asia
52.0,0.286153228,0.605737805,250,1.003199816,0.112277038,0.04966208,0.622188509,322.87,Female,25,5283,1760.8239,Africa
1.0,0.410423858,0.744542599,25,0.917943656,0.168685526,0.04426495,0.378894269,274.31,Female,24,4600,1533.18,Africa
39.0,0.206707031,0.515425622,212,0.973042607,0.076792464,0.064470619,0.663060665,333.18,Female,31,6789,2262.7737,Europe
30.0,0.373123001,0.359174311,64,0.824281216,0.182468891,0.063289382,0.333916992,417.58,Female,33,4148,1382.5284,Europe
13.0,0.455276921,0.212482452,20,0.478532344,0.14524129,0.042195298,0.384566039,274.31,Male,24,5507,1835.4831,Asia
40.0,0.208845493,0.520809889,219,0.983591437,0.095036387,0.062773094,0.705532968,348.51,Female,32,6789,2262.7737,
,0.373643342,0.416466504,28,0.960514605,0.115533002,0.045292325,0.301412404,355.34,Female,24,5912,1970.4696,Europe
9.0,0.491356904,0.235053465,18,0.786424398,0.080614336,0.049268816,0.273875833,355.34,Female,24,7410,2469.753,Africa
